Cód.,Município,População (Pessoas)
2918456,Jucuruçu (BA),8988.0
2918506,Jussara (BA),15262.0
2918555,Jussari (BA),5768.0
2918605,Jussiape (BA),5976.0
2918704,Lafaiete Coutinho (BA),3693.0
2918753,Lagoa Real (BA),15770.0
2918803,Laje (BA),24032.0
2918902,Lajedão (BA),3975.0
2919009,Lajedinho (BA),3758.0
2919058,Lajedo do Tabocal (BA),8577.0
2919108,Lamarão (BA),8191.0
2919157,Lapão (BA),27274.0
2919207,Lauro de Freitas (BA),201635.0
2919306,Lençóis (BA),11499.0
2919405,Licínio de Almeida (BA),12373.0
2919504,Livramento de Nossa Senhora (BA),46062.0
2919553,Luís Eduardo Magalhães (BA),90162.0
2919603,Macajuba (BA),11332.0
2919702,Macarani (BA),18909.0
2919801,Macaúbas (BA),50161.0
2919900,Macururé (BA),7787.0
2919926,Madre de Deus (BA),21432.0
2919959,Maetinga (BA),2764.0
2920007,Maiquinique (BA),10206.0
2920106,Mairi (BA),18602.0
2920205,Malhada (BA),16861.0
2920304,Malhada de Pedras (BA),8359.0
2920403,Manoel Vitorino (BA),13087.0
2920452,Mansidão (BA),13734.0
2920502,Maracás (BA),20393.0
2920601,Maragogipe (BA),44793.0
2920700,Maraú (BA),20617.0
2920809,Marcionílio Souza (BA),10380.0
2920908,Mascote (BA),13717.0
2921005,Mata de São João (BA),47126.0
2921054,Matina (BA),12283.0
2921104,Medeiros Neto (BA),22716.0
2921203,Miguel Calmon (BA),25894.0
2921302,Milagres (BA),10893.0
2921401,Mirangaba (BA),18474.0
2921450,Mirante (BA),8447.0
2921500,Monte Santo (BA),49278.0
2921609,Morpará (BA),8497.0
2921708,Morro do Chapéu (BA),35440.0
2921807,Mortugaba (BA),12052.0
2921906,Mucugê (BA),8889.0
2922003,Mucuri (BA),42251.0
2922052,Mulungu do Morro (BA),10673.0
2922102,Mundo Novo (BA),26970.0
2922201,Muniz Ferreira (BA),7443.0
2922250,Muquém do São Francisco (BA),11417.0
2922300,Muritiba (BA),29410.0
2922409,Mutuípe (BA),22282.0
2922508,Nazaré (BA),28594.0
2922607,Nilo Peçanha (BA),14079.0
2922656,Nordestina (BA),13164.0
2922706,Nova Canaã (BA),16472.0
2922730,Nova Fátima (BA),7821.0
2922755,Nova Ibiá (BA),6554.0
2922805,Nova Itarana (BA),8279.0
2922854,Nova Redenção (BA),9123.0
2922904,Nova Soure (BA),26998.0
2923001,Nova Viçosa (BA),43783.0
2923035,Novo Horizonte (BA),12522.0
2923050,Novo Triunfo (BA),15443.0
2923100,Olindina (BA),28304.0
2923209,Oliveira dos Brejinhos (BA),21810.0
2923308,Ouriçangas (BA),8570.0
2923357,Ourolândia (BA),17511.0
2923407,Palmas de Monte Alto (BA),21796.0
2923506,Palmeiras (BA),9071.0
2923605,Paramirim (BA),21695.0
2923704,Paratinga (BA),32141.0
2923803,Paripiranga (BA),29058.0
2923902,Pau Brasil (BA),9686.0
2924009,Paulo Afonso (BA),118516.0
2924058,Pé de Serra (BA),13556.0
2924108,Pedrão (BA),7394.0
2924207,Pedro Alexandre (BA),16682.0
2924306,Piatã (BA),16984.0
2924405,Pilão Arcado (BA),35175.0
2924504,Pindaí (BA),16285.0
2924603,Pindobaçu (BA),20098.0
2924652,Pintadas (BA),10394.0
2924678,Piraí do Norte (BA),10036.0
2924702,Piripá (BA),10475.0
2924801,Piritiba (BA),24964.0
2924900,Planaltino (BA),9370.0
2925006,Planalto (BA),26426.0
2925105,Poções (BA),46879.0
2925204,Pojuca (BA),39972.0
2925253,Ponto Novo (BA),14819.0
2925303,Porto Seguro (BA),150658.0
2925402,Potiraguá (BA),6916.0
2925501,Prado (BA),28194.0
2925600,Presidente Dutra (BA),15160.0
2925709,Presidente Jânio Quadros (BA),12179.0
2925758,Presidente Tancredo Neves (BA),28004.0
2925808,Queimadas (BA),25433.0
2925907,Quijingue (BA),27626.0
2925931,Quixabeira (BA),8956.0
2925956,Rafael Jambeiro (BA),22633.0
2926004,Remanso (BA),41170.0
2926103,Retirolândia (BA),14495.0
2926202,Riachão das Neves (BA),22334.0
2926301,Riachão do Jacuípe (BA),33468.0
2926400,Riacho de Santana (BA),35593.0
2926509,Ribeira do Amparo (BA),14612.0
2926608,Ribeira do Pombal (BA),53956.0
2926657,Ribeirão do Largo (BA),5343.0
2926707,Rio de Contas (BA),12932.0
2926806,Rio do Antônio (BA),15448.0
2926905,Rio do Pires (BA),11663.0
2927002,Rio Real (BA),40976.0
2927101,Rodelas (BA),9442.0
2927200,Ruy Barbosa (BA),30857.0
2927309,Salinas da Margarida (BA),15862.0
2927408,Salvador (BA),2886698.0
2927507,Santa Bárbara (BA),20883.0
2927606,Santa Brígida (BA),14063.0
2927705,Santa Cruz Cabrália (BA),27922.0
2927804,Santa Cruz da Vitória (BA),6278.0
2927903,Santa Inês (BA),10606.0
2928000,Santaluz (BA),37531.0
2928059,Santa Luzia (BA),12449.0
2928109,Santa Maria da Vitória (BA),39775.0
2928208,Santana (BA),26705.0
2928307,Santanópolis (BA),8966.0
2928406,Santa Rita de Cássia (BA),28481.0
2928505,Santa Terezinha (BA),10464.0
2928604,Santo Amaro (BA),60131.0
2928703,Santo Antônio de Jesus (BA),102380.0
2928802,Santo Estêvão (BA),53269.0
2928901,São Desidério (BA),34266.0
2928950,São Domingos (BA),9072.0
2929008,São Félix (BA),14762.0
2929057,São Félix do Coribe (BA),15468.0
2929107,São Felipe (BA),21080.0
2929206,São Francisco do Conde (BA),40245.0
2929255,São Gabriel (BA),18789.0
2929305,São Gonçalo dos Campos (BA),37942.0
2929354,São José da Vitória (BA),5608.0
2929370,São José do Jacuípe (BA),10505.0
2929404,São Miguel das Matas (BA),11704.0
2929503,São Sebastião do Passé (BA),44430.0
2929602,Sapeaçu (BA),17409.0
2929701,Sátiro Dias (BA),17302.0
2929750,Saubara (BA),12105.0
2929800,Saúde (BA),12943.0
2929909,Seabra (BA),44234.0
2930006,Sebastião Laranjeiras (BA),11512.0
2930105,Senhor do Bonfim (BA),79424.0
2930154,Serra do Ramalho (BA),31416.0
2930204,Sento Sé (BA),40989.0
2930303,Serra Dourada (BA),17321.0
2930402,Serra Preta (BA),14699.0
2930501,Serrinha (BA),81286.0
2930600,Serrolândia (BA),13446.0
2930709,Simões Filho (BA),135783.0
2930758,Sítio do Mato (BA),13059.0
2930766,Sítio do Quinto (BA),9701.0
2930774,Sobradinho (BA),23233.0
2930808,Souto Soares (BA),17050.0
2930907,Tabocas do Brejo Velho (BA),12516.0
2931004,Tanhaçu (BA),20393.0
2931053,Tanque Novo (BA),17443.0
2931103,Tanquinho (BA),7928.0
2931202,Taperoá (BA),21253.0
2931301,Tapiramutá (BA),16974.0
2931350,Teixeira de Freitas (BA),162438.0
2931400,Teodoro Sampaio (BA),7359.0
2931509,Teofilândia (BA),22555.0
2931608,Teolândia (BA),15022.0
2931707,Terra Nova (BA),13025.0
2931806,Tremedal (BA),16189.0
2931905,Tucano (BA),50798.0
2932002,Uauá (BA),24113.0
2932101,Ubaíra (BA),19877.0
2932200,Ubaitaba (BA),18847.0
2932309,Ubatã (BA),27263.0
2932408,Uibaí (BA),13891.0
2932457,Umburanas (BA),19402.0
2932507,Una (BA),18544.0
2932606,Urandi (BA),16665.0
2932705,Uruçuca (BA),20413.0
2932804,Utinga (BA),19256.0
2932903,Valença (BA),97233.0
2933000,Valente (BA),28800.0
2933059,Várzea da Roça (BA),14121.0
2933109,Várzea do Poço (BA),9210.0
2933158,Várzea Nova (BA),12625.0
2933174,Varzedo (BA),8785.0
2933208,Vera Cruz (BA),43716.0
2933257,Vereda (BA),6153.0
2933307,Vitória da Conquista (BA),341128.0
2933406,Wagner (BA),9344.0
2933455,Wanderley (BA),12180.0
2933505,Wenceslau Guimarães (BA),20978.0
2933604,Xique-Xique (BA),46523.0
3100104,Abadia dos Dourados (MG),7006.0
3100203,Abaeté (MG),23250.0
3100302,Abre Campo (MG),13444.0
3100401,Acaiaca (MG),3994.0
3100500,Açucena (MG),9368.0
3100609,Água Boa (MG),13523.0
3100708,Água Comprida (MG),1992.0
3100807,Aguanil (MG),4522.0
3100906,Águas Formosas (MG),19247.0
3101003,Águas Vermelhas (MG),13599.0
3101102,Aimorés (MG),25141.0
3101201,Aiuruoca (MG),5976.0
3101300,Alagoa (MG),2665.0
3101409,Albertina (MG),3011.0
3101508,Além Paraíba (MG),35401.0
3101607,Alfenas (MG),80494.0
3101631,Alfredo Vasconcelos (MG),6981.0
3101706,Almenara (MG),42143.0
3101805,Alpercata (MG),7436.0
3101904,Alpinópolis (MG),19958.0
3102001,Alterosa (MG),14517.0
3102050,Alto Caparaó (MG),5894.0
3102100,Alto Rio Doce (MG),10859.0
3102209,Alvarenga (MG),3844.0
3102308,Alvinópolis (MG),15169.0
3102407,Alvorada de Minas (MG),3605.0
3102506,Amparo do Serra (MG),4678.0
3102605,Andradas (MG),41396.0
3102704,Cachoeira de Pajeú (MG),9442.0
3102803,Andrelândia (MG),12206.0
3102852,Angelândia (MG),8557.0
3102902,Antônio Carlos (MG),11459.0
3103009,Antônio Dias (MG),9275.0
3103108,Antônio Prado de Minas (MG),1587.0
3103207,Araçaí (MG),2354.0
3103306,Aracitaba (MG),2059.0
3103405,Araçuaí (MG),36712.0
3103504,Araguari (MG),117825.0
3103603,Arantina (MG),2787.0
3103702,Araponga (MG),8453.0
3103751,Araporã (MG),6931.0
3103801,Arapuá (MG),2835.0
3103900,Araújos (MG),9401.0
3104007,Araxá (MG),107337.0
3104106,Arceburgo (MG),10883.0
3104205,Arcos (MG),40380.0
3104304,Areado (MG),15181.0
3104403,Argirita (MG),2704.0
3104452,Aricanduva (MG),5269.0
3104502,Arinos (MG),17862.0
3104601,Astolfo Dutra (MG),14270.0
3104700,Ataléia (MG),12678.0
3104809,Augusto de Lima (MG),4851.0
3104908,Baependi (MG),19199.0
3105004,Baldim (MG),7803.0
3105103,Bambuí (MG),23898.0
3105202,Bandeira (MG),4766.0
3105301,Bandeira do Sul (MG),5778.0
3105400,Barão de Cocais (MG),32866.0
3105509,Barão de Monte Alto (MG),5354.0
3105608,Barbacena (MG),138204.0
3105707,Barra Longa (MG),5015.0
3105905,Barroso (MG),20897.0
3106002,Bela Vista de Minas (MG),10262.0
3106101,Belmiro Braga (MG),3425.0
3106200,Belo Horizonte (MG),2521564.0
3106309,Belo Oriente (MG),26994.0
3106408,Belo Vale (MG),7719.0
3106507,Berilo (MG),11872.0
3106606,Bertópolis (MG),4607.0
3106655,Berizal (MG),4764.0
3106705,Betim (MG),444784.0
3106804,Bias Fortes (MG),3329.0
3106903,Bicas (MG),14554.0
3107000,Biquinhas (MG),2498.0
3107109,Boa Esperança (MG),40219.0
3107208,Bocaina de Minas (MG),5089.0
3107307,Bocaiúva (MG),50256.0
3107406,Bom Despacho (MG),51028.0
3107505,Bom Jardim de Minas (MG),6459.0
3107604,Bom Jesus da Penha (MG),4244.0
3107703,Bom Jesus do Amparo (MG),6133.0
3107802,Bom Jesus do Galho (MG),14862.0
3107901,Bom Repouso (MG),10537.0
3108008,Bom Sucesso (MG),17607.0
3108107,Bonfim (MG),6860.0
3108206,Bonfinópolis de Minas (MG),5444.0
3108255,Bonito de Minas (MG),11369.0
3108305,Borda da Mata (MG),19614.0
3108404,Botelhos (MG),14949.0
3108503,Botumirim (MG),6288.0
3108552,Brasilândia de Minas (MG),16748.0
3108602,Brasília de Minas (MG),32405.0
3108701,Brás Pires (MG),4293.0
3108800,Braúnas (MG),4769.0
3108909,Brazópolis (MG),14410.0
3109006,Brumadinho (MG),40666.0
3109105,Bueno Brandão (MG),10991.0
3109204,Buenópolis (MG),10353.0
3109253,Bugre (MG),3983.0
3109303,Buritis (MG),25013.0
3109402,Buritizeiro (MG),28121.0
3109451,Cabeceira Grande (MG),6988.0
3109501,Cabo Verde (MG),14075.0
3109600,Cachoeira da Prata (MG),3591.0
3109709,Cachoeira de Minas (MG),11579.0
3109808,Cachoeira Dourada (MG),2706.0
3109907,Caetanópolis (MG),11749.0
3110004,Caeté (MG),45047.0
3110103,Caiana (MG),5541.0
3110202,Cajuri (MG),3974.0
3110301,Caldas (MG),14541.0
3110400,Camacho (MG),2869.0
3110509,Camanducaia (MG),21801.0
3110608,Cambuí (MG),29814.0
3110707,Cambuquira (MG),12812.0
3110806,Campanário (MG),3730.0
3110905,Campanha (MG),16762.0
3111002,Campestre (MG),21054.0
3111101,Campina Verde (MG),19752.0
3111150,Campo Azul (MG),3824.0
3111200,Campo Belo (MG),54186.0
3111309,Campo do Meio (MG),11651.0
3111408,Campo Florido (MG),8269.0
3111507,Campos Altos (MG),15563.0
3111606,Campos Gerais (MG),28842.0
3111705,Canaã (MG),4548.0
3111804,Canápolis (MG),12201.0
3111903,Cana Verde (MG),5594.0
3112000,Candeias (MG),14888.0
3112059,Cantagalo (MG),4551.0
3112109,Caparaó (MG),5451.0
3112208,Capela Nova (MG),4634.0
3112307,Capelinha (MG),38057.0
3112406,Capetinga (MG),6890.0
3112505,Capim Branco (MG),9826.0
3112604,Capinópolis (MG),16234.0
3112653,Capitão Andrade (MG),5514.0
3112703,Capitão Enéas (MG),15313.0
3112802,Capitólio (MG),8663.0
3112901,Caputira (MG),9308.0
3113008,Caraí (MG),23780.0
3113107,Caranaíba (MG),3166.0
3113206,Carandaí (MG),25669.0
3113305,Carangola (MG),33011.0
3113404,Caratinga (MG),92603.0
3113503,Carbonita (MG),9414.0
3113602,Careaçu (MG),6792.0
3113701,Carlos Chagas (MG),18674.0
3113800,Carmésia (MG),2646.0
3113909,Carmo da Cachoeira (MG),12182.0
3114006,Carmo da Mata (MG),11511.0
3114105,Carmo de Minas (MG),14947.0
3114204,Carmo do Cajuru (MG),22693.0
3114303,Carmo do Paranaíba (MG),30334.0
3114402,Carmo do Rio Claro (MG),21268.0
3114501,Carmópolis de Minas (MG),19559.0
3114550,Carneirinho (MG),10066.0
3114600,Carrancas (MG),4049.0
3114709,Carvalhópolis (MG),3597.0
3114808,Carvalhos (MG),4461.0
3114907,Casa Grande (MG),2254.0
3115003,Cascalho Rico (MG),3092.0
3115102,Cássia (MG),17740.0
3115201,Conceição da Barra de Minas (MG),3946.0
3115300,Cataguases (MG),75540.0
3115359,Catas Altas (MG),5421.0
3115409,Catas Altas da Noruega (MG),3653.0
3115458,Catuji (MG),6257.0
3115474,Catuti (MG),4965.0
3115508,Caxambu (MG),21610.0
3115607,Cedro do Abaeté (MG),1157.0
3115706,Central de Minas (MG),7046.0
3115805,Centralina (MG),10346.0
3115904,Chácara (MG),3186.0
3116001,Chalé (MG),5699.0
3116100,Chapada do Norte (MG),15345.0
3116159,Chapada Gaúcha (MG),13953.0
3116209,Chiador (MG),2671.0
3116308,Cipotânea (MG),6799.0
3116407,Claraval (MG),4853.0
3116506,Claro dos Poções (MG),7514.0
3116605,Cláudio (MG),28859.0
3116704,Coimbra (MG),7594.0
3116803,Coluna (MG),8841.0
3116902,Comendador Gomes (MG),3120.0
3117009,Comercinho (MG),6774.0
3117108,Conceição da Aparecida (MG),10322.0
3117207,Conceição das Pedras (MG),2813.0
3117306,Conceição das Alagoas (MG),28346.0
3117405,Conceição de Ipanema (MG),4578.0
3117504,Conceição do Mato Dentro (MG),17503.0
3117603,Conceição do Pará (MG),5533.0
3117702,Conceição do Rio Verde (MG),13684.0
3117801,Conceição dos Ouros (MG),11748.0
3117836,Cônego Marinho (MG),7686.0
3117876,Confins (MG),6800.0
3117900,Congonhal (MG),12082.0
3118007,Congonhas (MG),55309.0
3118106,Congonhas do Norte (MG),5046.0
3118205,Conquista (MG),6969.0
3118304,Conselheiro Lafaiete (MG),129606.0
3118403,Conselheiro Pena (MG),22949.0
3118502,Consolação (MG),1784.0
3118601,Contagem (MG),668949.0
3118700,Coqueiral (MG),9128.0
3118809,Coração de Jesus (MG),26611.0
3118908,Cordisburgo (MG),8897.0
3119005,Cordislândia (MG),3542.0
3119104,Corinto (MG),23668.0
3119203,Coroaci (MG),9943.0
3119302,Coromandel (MG),27966.0
3119401,Coronel Fabriciano (MG),110290.0
3119500,Coronel Murta (MG),9215.0
3119609,Coronel Pacheco (MG),3090.0
3119708,Coronel Xavier Chaves (MG),3441.0
3119807,Córrego Danta (MG),3191.0
3119906,Córrego do Bom Jesus (MG),3694.0
3119955,Córrego Fundo (MG),6382.0
3120003,Córrego Novo (MG),2728.0
3120102,Couto de Magalhães de Minas (MG),4423.0
3120151,Crisólita (MG),6760.0
3120201,Cristais (MG),12931.0
3120300,Cristália (MG),5982.0
3120409,Cristiano Otoni (MG),5156.0
3120508,Cristina (MG),10226.0
3120607,Crucilândia (MG),5054.0
3120706,Cruzeiro da Fortaleza (MG),3639.0
3120805,Cruzília (MG),15474.0
3120839,Cuparaque (MG),5005.0
3120870,Curral de Dentro (MG),7799.0
3120904,Curvelo (MG),80616.0
3121001,Datas (MG),5421.0
3121100,Delfim Moreira (MG),8016.0
3121209,Delfinópolis (MG),7131.0
3121258,Delta (MG),10768.0
3121308,Descoberto (MG),5029.0
3121407,Desterro de Entre Rios (MG),7255.0
3121506,Desterro do Melo (MG),2884.0
3121605,Diamantina (MG),47825.0
3121704,Diogo de Vasconcelos (MG),3790.0
3121803,Dionísio (MG),7609.0
3121902,Divinésia (MG),3424.0
3122009,Divino (MG),19976.0
3122108,Divino das Laranjeiras (MG),4974.0
3122207,Divinolândia de Minas (MG),7614.0
3122306,Divinópolis (MG),240408.0
3122355,Divisa Alegre (MG),6868.0
3122405,Divisa Nova (MG),6025.0
3122454,Divisópolis (MG),11211.0
3122470,Dom Bosco (MG),3655.0
3122504,Dom Cavati (MG),5048.0
3122603,Dom Joaquim (MG),4451.0
3122702,Dom Silvério (MG),5232.0
3122801,Dom Viçoso (MG),2997.0
3122900,Dona Euzébia (MG),6619.0
3123007,Dores de Campos (MG),10223.0
3123106,Dores de Guanhães (MG),5154.0
3123205,Dores do Indaiá (MG),13427.0
3123304,Dores do Turvo (MG),4230.0
3123403,Doresópolis (MG),1533.0
3123502,Douradoquara (MG),1912.0
3123528,Durandé (MG),7870.0
3123601,Elói Mendes (MG),28320.0
3123700,Engenheiro Caldas (MG),11202.0
3123809,Engenheiro Navarro (MG),7241.0
3123858,Entre Folhas (MG),5377.0
3123908,Entre Rios de Minas (MG),15380.0
3124005,Ervália (MG),18958.0
3124104,Esmeraldas (MG),71551.0
3124203,Espera Feliz (MG),25122.0
3124302,Espinosa (MG),31610.0
3124401,Espírito Santo do Dourado (MG),4710.0
3124500,Estiva (MG),11386.0
3124609,Estrela Dalva (MG),2325.0
3124708,Estrela do Indaiá (MG),3491.0
3124807,Estrela do Sul (MG),8018.0
3124906,Eugenópolis (MG),11330.0
3125002,Ewbank da Câmara (MG),3923.0
3125101,Extrema (MG),36951.0
3125200,Fama (MG),2376.0
3125309,Faria Lemos (MG),3221.0
3125408,Felício dos Santos (MG),4704.0
3125507,São Gonçalo do Rio Preto (MG),3173.0
3125606,Felisburgo (MG),7504.0
3125705,Felixlândia (MG),15433.0
3125804,Fernandes Tourinho (MG),3466.0
3125903,Ferros (MG),9696.0
3125952,Fervedouro (MG),11054.0
3126000,Florestal (MG),7533.0
3126109,Formiga (MG),67822.0
3126208,Formoso (MG),9688.0
3126307,Fortaleza de Minas (MG),4437.0
3126406,Fortuna de Minas (MG),2967.0
3126505,Francisco Badaró (MG),10321.0
3126604,Francisco Dumont (MG),5242.0
3126703,Francisco Sá (MG),26369.0
3126752,Franciscópolis (MG),5338.0
3126802,Frei Gaspar (MG),5869.0
3126901,Frei Inocêncio (MG),9664.0
3126950,Frei Lagonegro (MG),3487.0
3127008,Fronteira (MG),18492.0
3127057,Fronteira dos Vales (MG),4561.0
3127073,Fruta de Leite (MG),5299.0
3127107,Frutal (MG),60012.0
3127206,Funilândia (MG),4392.0
3127305,Galiléia (MG),6790.0
3127339,Gameleiras (MG),5096.0
3127354,Glaucilândia (MG),3164.0
3127370,Goiabeira (MG),3378.0
3127388,Goianá (MG),3990.0
3127404,Gonçalves (MG),4355.0
3127503,Gonzaga (MG),6171.0
3127602,Gouveia (MG),11818.0
3127701,Governador Valadares (MG),281046.0
3127800,Grão Mogol (MG),15890.0
3127909,Grupiara (MG),1387.0
3128006,Guanhães (MG),34573.0
3128105,Guapé (MG),14258.0
3128204,Guaraciaba (MG),10315.0
3128253,Guaraciama (MG),4989.0
3128303,Guaranésia (MG),19017.0
3128402,Guarani (MG),8918.0
3128501,Guarará (MG),3775.0
3128600,Guarda-Mor (MG),6569.0
3128709,Guaxupé (MG),52078.0
3128808,Guidoval (MG),7051.0
3128907,Guimarânia (MG),8105.0
3129004,Guiricema (MG),8343.0
3129103,Gurinhatã (MG),5577.0
3129202,Heliodora (MG),6591.0
3129301,Iapu (MG),11045.0
3129400,Ibertioga (MG),5010.0
3129509,Ibiá (MG),25358.0
3129608,Ibiaí (MG),8437.0
3129657,Ibiracatu (MG),5369.0
3129707,Ibiraci (MG),13986.0
3129806,Ibirité (MG),182153.0
3129905,Ibitiúra de Minas (MG),3492.0
3130002,Ibituruna (MG),2996.0
3130051,Icaraí de Minas (MG),12097.0
3130101,Igarapé (MG),43817.0
3130200,Igaratinga (MG),11005.0
3130309,Iguatama (MG),7923.0
3130408,Ijaci (MG),6610.0
3130507,Ilicínea (MG),12444.0
3130556,Imbé de Minas (MG),6940.0
3130606,Inconfidentes (MG),7358.0
3130655,Indaiabira (MG),7339.0
3130705,Indianópolis (MG),6951.0
3130804,Ingaí (MG),2776.0
3130903,Inhapim (MG),24079.0
3131000,Inhaúma (MG),6312.0
3131109,Inimutaba (MG),7560.0
3131158,Ipaba (MG),18769.0
3131208,Ipanema (MG),20000.0
3131307,Ipatinga (MG),265409.0
3131406,Ipiaçu (MG),4225.0
3131505,Ipuiúna (MG),10118.0
3131604,Iraí de Minas (MG),7027.0
3131703,Itabira (MG),120904.0
3131802,Itabirinha (MG),11576.0
3131901,Itabirito (MG),52446.0
3132008,Itacambira (MG),5417.0
3132107,Itacarambi (MG),18164.0
3132206,Itaguara (MG),13435.0
3132305,Itaipé (MG),12836.0
3132404,Itajubá (MG),97334.0
3132503,Itamarandiba (MG),34936.0
3132602,Itamarati de Minas (MG),4375.0
3132701,Itambacuri (MG),23209.0
3132800,Itambé do Mato Dentro (MG),2056.0
3132909,Itamogi (MG),10157.0
3133006,Itamonte (MG),15714.0
3133105,Itanhandu (MG),15423.0
3133204,Itanhomi (MG),12244.0
3133303,Itaobim (MG),21029.0
3133402,Itapagipe (MG),15379.0
3133501,Itapecerica (MG),21761.0
3133600,Itapeva (MG),9881.0
3133709,Itatiaiuçu (MG),11252.0
3133758,Itaú de Minas (MG),16199.0
3133808,Itaúna (MG),93847.0
3133907,Itaverava (MG),5369.0
3134004,Itinga (MG),15022.0
3134103,Itueta (MG),6063.0
3134202,Ituiutaba (MG),105255.0
3134301,Itumirim (MG),6000.0
3134400,Iturama (MG),39690.0
3134509,Itutinga (MG),3768.0
3134608,Jaboticatubas (MG),20418.0
3134707,Jacinto (MG),12323.0
3134806,Jacuí (MG),7691.0
3134905,Jacutinga (MG),26264.0
3135001,Jaguaraçu (MG),3142.0
3135050,Jaíba (MG),39388.0
3135076,Jampruca (MG),5429.0
3135100,Janaúba (MG),72018.0
3135209,Januária (MG),67852.0
3135308,Japaraíba (MG),4384.0
3135357,Japonvar (MG),7982.0
3135407,Jeceaba (MG),4852.0
3135456,Jenipapo de Minas (MG),7738.0
3135506,Jequeri (MG),12315.0
3135605,Jequitaí (MG),7468.0
3135704,Jequitibá (MG),5207.0
3135803,Jequitinhonha (MG),25474.0
3135902,Jesuânia (MG),4780.0
3136009,Joaíma (MG),15455.0
3136108,Joanésia (MG),4476.0
3136207,João Monlevade (MG),80416.0
3136306,João Pinheiro (MG),47726.0
3136405,Joaquim Felício (MG),4727.0
3136504,Jordânia (MG),10842.0
3136520,José Gonçalves de Minas (MG),4487.0
3136553,José Raydan (MG),5050.0
3136579,Josenópolis (MG),4889.0
3136603,Nova União (MG),5732.0
3136652,Juatuba (MG),27392.0
3136702,Juiz de Fora (MG),573285.0
3136801,Juramento (MG),4345.0
3136900,Juruaia (MG),10681.0
3136959,Juvenília (MG),5715.0
3137007,Ladainha (MG),18193.0
3137106,Lagamar (MG),7600.0
3137205,Lagoa da Prata (MG),52711.0
3137304,Lagoa dos Patos (MG),4082.0
3137403,Lagoa Dourada (MG),13063.0
3137502,Lagoa Formosa (MG),18111.0
3137536,Lagoa Grande (MG),9608.0
3137601,Lagoa Santa (MG),65657.0
3137700,Lajinha (MG),19918.0
3137809,Lambari (MG),20907.0
3137908,Lamim (MG),3379.0
3138005,Laranjal (MG),6833.0
3138104,Lassance (MG),6503.0
3138203,Lavras (MG),104783.0
3138302,Leandro Ferreira (MG),3226.0
3138351,Leme do Prado (MG),4920.0
3138401,Leopoldina (MG),52640.0
3138500,Liberdade (MG),5031.0
